"RESTAURANT","STREET_ADDRESS","CITY_ZIP","COMMENTS"
"BAR BOULUD","1900 BROADWAY UPPER WEST SIDE NEW YORK"," NY 10023","I HAD WANTED TO TRY ALL OF DANIEL BOULUD'S RESTAURANTS  BUT HAD ALWAYS BEEN A BIT WEARY OF HOW THE EXPERIENCE WOULD TURN OUT.  ALLOW ME TO EXPLAIN.  I...UPSCALE FRENCH.WENT TO BAR BOULUD FOR RESTAURANT WEEK LUNCH. THE SERVICE WAS QUITE GOOD  BUT FOOD WAS REALLY JUST AVERAGE. I ORDERED THE SALAD  CROQUE MONSIEUR  AND PEACH..."
"OUEST","2315 BROADWAY UPPER WEST SIDE NEW YORK"," NY 10024","EXTREMELY GOOD SERVICE AND DELICIOUS FOOD. THE FOOD WAS GOOD FROM APPETIZER TO DESSERT  NO COMPLAINTS AND OUR WAITER WAS FRIENDLY & ATTENTIVE. GREAT SPOTFRIENDLY SERVICE  BIG PORTIONS  AND NICE WINE LIST. THE INSIDE FEELS LIKE AN OLD MANHATTAN MEN'S CLUB WITH BIG RED BOOTHS THAT ARE GREAT FOR GROUPS. THE...TERRIFIC ROOM. MANY FOOD ITEMS FROM THE MENU AND EVEN SOME STANDARD DRINK ITEMS WERE NOT AVAILABLE. (THERE WERE SEVERAL ""WE'RE OUT OF THATS."") SERVICE WAS..."
"TELEPAN","72 WEST 69 STREET UPPER WEST SIDE NEW YORK"," NY 10023","I WENT HERE WITH MY COWORKER (WE ARE BOTH PASTRY CHEFS). WE THOUGHT IT WOULD BE FUN TO GO THINKING THEY HAD A PRICE FIXE FOR FASHION NIGHT OUT WHICH THEY...BEEN HERE TWICE FOR TWO DIFFERENT RESTAURANT WEEKS  AND ANOTHER TIME ON A COUPON DEAL.  IT IS UNFORTUNATELY A BIT OUT OF MY PRICE RANGE TO GO HERE ON A...I LIKE THIS PLACE. IT'S IN THE HOOD  SO IF WE WANT A NICE NIGHT OUT AND DON'T WANT TO TRAVEL THIS PLACE IS GREAT. I'VE ENJOYED EVERYTHING I'VE HAD AND..."
"LOI","208 WEST 70 STREET UPPER WEST SIDE NEW YORK"," NY 10023","THIS WAS A GREAT MEAL I HAD THE PASTISTIO.  IT WAS SO DELICATE AND TASTY.  THE EXECUTIVE CHEF ACTUALLY MADE THE ROUNDS OF THE ROOM AND THE WAIT STAFF WAS...LOI IS IN THE OLD COMPASS SPACE. FOR THOSE WHO REMEMBER COMPASS  LOI IS A DEFINITE UPGRADE - AND THEY MAY HAVE A CHANCE OF SURVIVING IF THEY CAN KEEP THIS...I REALLY  REALLY WANTED TO LIKE THIS PLACE.  WE WERE VISITING NYC FROM TAMPA AND I VETTED LIVING SOCIAL DEALS FOR WEEKS  CHECKING THEM OUT ON YELP.  THIS..."
"LAND THAI KITCHEN","450 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","DRUNKEN NOODLE WITH CHICKEN WAS DISAPPOINTMENT. I PREFER BROAD NOODLE THAN UDON NOODLE. THE NOODLE WAS NOT THE ONLY THING I DIDN'T LIKE. THE FLAVOR WAS...THE MASAMAN CURRY AND THE PAD THAI ARE VERY GOOD HERE.  ALTHOUGH I WOULDN'T CONSIDER THIS THE BEST THAI I'VE EVER HAD  BUT EVERYTHING WAS PRETTY GOOD.  WE...GOOD SERVICE  GREAT ATMOSPHERE  AND GREAT FOOD! LIVELY CROWD."
"SUSHI YASAKA","251 WEST 72 STREET UPPER WEST SIDE NEW YORK"," NY 10023","SOME OF THE BEST SUSHI IN THE CITY. GREAT QUALITY VERY AFFORDABLE AND GOOD ATMOSPHERE. I'VE BROUGHT MANY FRIENDS HERE AND THEY LOVE IT! MY FAVORITE ROLL IS...A VERY SOLID SUSHI SPOT IN THE UWS.GREAT SUSHI  SERVICE WAS VERY GOOD AND THE GREEN TEA ICE CREAM JUST YUMMY!  THE ONLY THING I HAD MIXED FEELINGS ABOUT WAS THE SPICY SCALLOPS ROLL - BUFFALO..."
"OCEAN GRILL","384 COLUMBUS AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","I LOVE THIS PLACE- FROM THE AMBIANCE  THE VIEW OUTDOORS TO THE HISTORY MUSEUM ACROSS THE STREET  THE EXCELLENT WINE LIST AND... THE SEAFOOD- THE AMAZING...DECENT MEAL BUT NOT MEMORABLE.. CAME FOR A FRIEND'S BIRTHDAY DINNER. SERVICE WAS GOOD AND IT WAS NOT AS NOISY IN THE SIDE ROOM AS THE MAIN ROOM BUT FOOD WAS...PRICEY BUT WELL WORTH IT!!  THEIR SALMON MELTS IN YOUR MOUTH  THEIR CALAMARI IS TO DIE FOR."
"CESCA","164 WEST 75 STREET UPPER WEST SIDE NEW YORK"," NY 10024 ","WAS LOOKING FOR SOMETHING NEAR THE BEACON THEATER AND ASKED MY BROTHER-IN-LAW WHO LIVES ON THE UWS FOR A RECOMMENDATION. LOVELY RESTAURANT WITH INTERESTING...GREAT FOOD THOUGH A LITTLE OUT OF MY PRICE RANGE UNLESS ITS A SPECIAL OCCASION.  I'VE BEEN HERE A COUPLE TIMES AND ALWAYS TRY SOMETHING DIFFERENT....*RESTAURANT WEEK 2012 REVIEW  'CESCA PROVIDED EVERYTHING I NEEDED FOR AN AMAZING EVENING OUT WITH A GOOD FRIEND. WINE GREAT FOOD AND GREAT SERVICE. I HAD..."
"ROSA MEXICANO","61 COLUMBUS AVENUE UPPER WEST SIDE NEW YORK"," NY 10023","CAPPING OFF A WEEKEND IN NY   I CAME HERE WITH THE PARENTS AND THE BF FOR AN EARLY SUNDAY DINNER.  THIS GORGEOUS UPSCALE MEXICAN RESTAURANT NEAR LINCOLN...INCONSISTENT  OVERPRICED AND VASTLY OVERRATED. I'VE BEEN HERE A FEW TIMES AND THE FOOD IS ""ALRIGHT""  NOT ALL RIGHT.   LIKE MANY MEXICAN RESTAURANTS  THEY...THIS PLACE IS REALLY POPULAR.  I DON'T GET IT.  SIMPLY BECAUSE IT'S NYC?  THE FOOD IS GOOD BUT NOT GOOD ENOUGH OR UNIQUE ENOUGH TO WARRANT THE HIGHER..."
"CALLE OCHO","INSIDE THE EXCELSIOR HOTEL 45 WEST 81 STREET UPPER WEST SIDE NEW YORK"," NY 10024","WENT FOR BRUNCH AND IT WAS AMAZING. THE FOOD IS FANTASTIC AND THE FREE SANGRIA IS DELICIOUS!DURING MY 5-WEEK STAY IN NYC  THIS RESTAURANT WINS # 1 FOR OVERALL EXPERIENCE.   FOOD: THEIR COMPLIMENTARY BREAD & BEAN SAUCE/DIP WERE SO GREAT! THEIR...I LOVE THIS PLACE!!"
"BOULUD SUD","20 WEST 64 STREET UPPER WEST SIDE NEW YORK"," NY 10023","STUNNING MEAL.  ESPECIALLY THE LAMB AND ROUGET ENTREES AND THE SARDINE FIRST COURSE.  EXCELLENT SERVICECAME HERE FOR A PRE-THEATER DINNER AND GOT THE $55 PRIX  FIXE SPECIAL. IT WAS ABSOLUTELY EXCELLENT. THE FOOD WAS PHENOMENAL  I  SUGGEST THE GAZPACHO AND THE...AWESOME - LOWER SCALE THAN DANIEL'S SUPER FINE EATERIES. AMAZING FOOD  AMAZING SERVICE! A MUST GO IN THE COLUMBUS SQUARE AREA."
"FLOR DE MAYO","484 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","THIS PLACE IS AWESOME.  BETTER THAN THAT OTHER MORE EXPENSIVE/OVERRATED PIO PIO.    CAME HERE RAVENOUS AFTER A BASKETBALL GAME AND WAS FIENDING FOR SOME...CHINO LATINO. THATS RIGHT FOLKS. THE MENU AT FLOR DE MAYO IS ALL OVER THE PLACE. I ORIGINALLY WALKED IN BECAUSE I WAS CRAVING CHINESE. THEY WERE PACKED SO I...VISITED THIS RESTAURANT ON AMSTERDAM AVENUE WITH MY FAMILY OF 4 FOR MY MOM'S BIRTHDAY THIS PAST FRIDAY DURING EARLY EVENING HOURS BEFORE THE EVENING RUSH...."
"RECIPE","452 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","MY FIANCE AND I HAD A DATE-NIGHT DINNER HERE. WE SHARED THE BREAD BASKET AND THEN SPLIT THE GNOCCHI WITH VEGGIES AND THE SKIRT STEAK. THE GNOCCI WAS VERY...TINY PORTIONS AND OVERPRICED..$15 FOR A MEDIOCRE BURGER AND DUCK FAT CHIPS (NO OPTION FOR FRIES)  THE PULLED PORK SANDWICH WAS REAL GOOD BUT COULD PASS FOR...FANTASTIC  CREATIVE DISHES. MEDLEY OF TASTES  INCREDIBLE. I THINK WE WERE LUCKY TO GET TWO SEATS AT THE BAR AND WE WERE IMMEDIATELY ENTERTAINED BY THE..."
"CAFE BLOSSOM","466 COLUMBUS AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","I LOVE ALL THINGS BLOSSOM. SOME MORE THAN OTHERS  MAYBE  BUT THEY'RE ALL GREAT. I'VE BEEN TO CAFE BLOSSOM A COUPLE TIMES FOR BRUNCH AND EVERY TIME WAS A...BEST VEGAN CHEESEBURGER EVER.I THOUGHT I HAD WRITTEN REVIEWS FOR ALL OF MY FAVORITE PLACES..BUT IT SEEMS LIKE THIS ONE ESCAPED MY GRASP A GREAT PLACE TO FILL YOUR VEGAN SKULL..OR EVEN..."
"SAIGON GRILL","620 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10024","BUN XAO  CHICKEN! NO OTHER NOODLE DISH WILL DO IT FOR YOU EVER AGAIN! (EXCEPT MAYBE THE BEEF BUN XAO).  THE CRISPY SPRING ROLLS  ALONG WITH NUOC CHOM (FISH...LOVE VIETNAMESE FOOD. WHEN IT'S GOOD  THERE'S LITTLE THAT'S BETTER... CALIFORNIA  HOUSTON  EVEN DENVER ALL HAVE IT. I'M SURE THAT NYC DOES  TOO  BUT IT'S...UGH  EATING HERE MAKES ME WANT TO BOOK A ONE-WAY TICKET TO A SAN JOSE OR WESTMINSTER VIET DELI. FIRST  EVERYTHING IS WAY TOO PRICEY - AND NO THE PORTIONS..."
"GENNARO","665 AMSTERDAM AVENUE UPPER WEST SIDE NEW YORK"," NY 10025","SOME OF THE FOOD WAS GOOD SPECIALS SOUNDED INTERESTING  BUT OUR WAITER RATTLED THEM OFF IN A LONG UNINTERRUPTED UNINTELLIGIBLE MIX  THAT I THOUGHT INITIALLY...WENT THERE WITH A FEW OF MY FRIENDS ON A WEDNESDAY NIGHT. THE FOOD WAS REALLY QUITE GOOD  ESPECIALLY FOR THE UWS -- BUT  THE SERVICE WAS TERRIBLE. IT TOOK...NOW I'VE BEEN HERE BEFORE  AS IT'S A NEIGHBORHOOD GO-TO MOST OF THE TIME  SO I ASSUMED THAT THE DELIVERY WOULD BE JUST AS GOOD. BOY WAS I WRONG. AFTER AN..."
"MORIMOTO","88 10 AVENUE MEATPACKING DISTRICT NEW YORK"," NY 10024 ","I WOULD HAVE TO SAY OF ALL THE RESTAURANTS I'VE BEEN TO IN MY LIFE SO FAR  MORIMOTO'S WILL BE NUMBER ONE ON THAT LIST TIL THE DAY I DIE. IT IS TRULY WORTHY...VERY GOOD RESTAURANT  BUT WASN'T BLOWN AWAY BY ANYTHING IN PARTICULAR. THE DECOR IS VERY NICE  TRENDY AND COMFORTABLE. THE WASHROOMS ARE NEAR THE TOP OF THE...I CAME FOR A FRIENDS BIRTHDAY AND DECIDED TO SHELL OUT SOME MONEY.   DONT GET ME WRONG  I WOULD SHELL OUT MONEY IF I THOUGHT IT WORTH IT  BUT I HONESTLY..."
"DEL POSTO","85 10 AVENUE MEATPACKING DISTRICT NEW YORK"," NY 10011","THIS PLACE IS FOR THE BRIDGE AND TUNNEL CROWD. WHEN PEOPLE FROM NEW JERSEY DREAM OF AN AMAZING RESTAURANT IN NYC  THEY DREAM OF DEL POSTO. WHICH IS FINE....IT'S HARD TO EVEN GATHER THE WORDS TO BEGIN TO DESCRIBE AN EVENING AT DEL POSTO  IT REALLY IS THAT SUBLIME.   I'VE HAD THE OPPORTUNITY TO EXPERIENCE DEL...DON'T KNOW THAT A LESS THAN RAVE REVIEW WILL MAKE A DIFFERENCE HERE AMONG ALL THE FIVE-STAR HUZZAHS  BUT WE THOUGHT THIS PLACE WAS VERY GOOD  BUT FAR FROM..."
"COLICCHIO & SONS MAIN DINING ROOM","85 10 AVENUE MEATPACKING DISTRICT NEW YORK"," NY 10011","WENT FOR LUNCH ON A RAINY OCT DAY AND IT WAS A DELIGHT TO HAVE A WINDOW TABLE  WATCH THE RAIN  THE PEOPLE UP 9TH AVENUE AND ENJOY THE FABULOUS ATMOSPHERE OF...I REALLY ENJOYED MY EXPERIENCE HERE..CAN'T REALLY PINPOINT WHAT IT WAS  BUT IT SEEMED LIKE EVERYTHING JUST FELL INTO PLACE...YOU KNOW...IT WAS...HAD THE FOUR COURSE MENU ($85). BETWEEN ME AND HUBBY  TASTED 7 DISHES AND EVERYTHING WAS DELICIOUS...DOWN TO THE FRESHLY BAKED PARKER ROLLS AND PETIT FOURS...."
"THE RED CAT","227 10 AVENUE CHELSEA NEW YORK"," NY 10011","2.5  IS TWO STARS TOO HARSH? WELL  MEH  I'VE EXPERIENCED BETTER. RESTAURATEURS WHO WANT TO CHARGE $30 FOR AN ENTREE SHOULD REMEMBER THAT THE POOL IS REALLY...I REALLY LIKED BRUNCH HERE -- THEY MAKE A SIMPLY EXCELLENT FRIED OYSTER PO-BOY. NICE SERVICE -- RESPONSIVE AND LET US LINGER.  PLUS  THE BATHROOMS SMELL NICE.HEALTHFUL DELICIOUS EATS - GREAT BAR FOR DINING ALONE DELIGHTFUL INTERIOR - CASUAL OR DRESSY OKAY  WHEN I'M WITHIN 20 BLOCKS AND I'M HUNGRY + DON'T KNOW..."
"SCARPETTA","355 WEST 14 STREET MEATPACKING DISTRICT NEW YORK"," NY 10014","I REALLY LIKED THE PLACE.  THE FOOD AND THE SERVICE WERE BOTH FANTASTIC!! AND MET THE HIGH EXPECTATIONS SET FOR THIS RESTAURANT.  TO START WITH  THE VARIETY...OK THIS PLACE IS SIMPLY AMAZING.  A CO-WORKER SUGGESTED THIS PLACE AND SAID IT WAS SOME OF THE BEST SPAGHETTI SHE HAD HAD IN NYC.  IT'S A GREAT LOCATION IN...MY HUSBAND RECENTLY TOOK ME HERE FOR MY B'DAY DINNER. BOTH OF US ARE BIG FOOD NETWORK FANS AND END UP WATCHING SCOTT CONANT FREQUENTLY ON TV. I'VE SEEN HOW..."
"LEGEND RESTAURANT","88 7 AVENUE CHELSEA NEW YORK"," NY 10011","SINCE MOVING TO BROOKLYN  OUT OF MANHATTAN  I HAVE HEARD SO MUCH BUZZ ABOUT THE NEW CROP OF SICHUAN RESTAURANTS POPPING UP ALL OVER MANHATTAN.. DURING MOST...THIS PLACE DESERVES MORE THAN 3.5 STARS.  IT'S THE BEST SICHUAN FOOD AROUND  MAYBE THE BEST IN MANHATTAN.  YES  IT DEPENDS ON THE DAY AND THEY AREN'T ALWAYS...ONCE YOU GET BEYOND THE ALL TOO COMMON IN NYC NEAR DEAFENING NOISE LEVEL  THIS IS A VERY GOOD RESTAURANT.  SMOKED PEKING DUCK WAS SUBLIME. BABY BOOK CHOI..."
"BISTRO LA PROMENADE","461 WEST 23 STREET CHELSEA MANHATTAN"," NY 10011","BEST STEAK I EVER HAD! IT WAS TENDER  JUICY AND WOW.THIS WEEK IT WAS FRENCH RESTAURANT WEEK IN NYC. MY BUDDY TOLD ME THERE WAS A MENU UPDATE AT LA PROMENADE AND I SHOULD TRY THE ROASTED DUCK BREAST.  SO I...WENT FOR BRUNCH. HAD THE QUICHE. UNBELIEVABLY LIGHT AND AIRY. THE APS WERE SOLID- WE WERE IN A LARGE GROUP SO WE MANAGED TO TRY A FEW THINGS- NOTABLY THE..."
"CREMA","111 WEST 17 STREET CHELSEA NEW YORK"," NY 10011","CAME HERE FOR MY GIRLFRIENDS BIRTHDAY AND IT WAS JUST GREAT.  LOVED THE ATMOSPHERE.  LOCATED ON GREAT BLOCK.  I GOT THE ENCHILADAS  WHICH WERE NOT GOOD....BRUNCH WAS GREAT. I LOVE THAT THEY PUT A LIMIT ON THE TIME YOU SPEND THERE. THE SERVICE WAS GREAT AND ATTENTIVE. WE ALMOST MISSED BRUNCH THE SERVER MADE...UPSCALE MEXICAN FOOD... I SHOULD KNOW BETTER  KIND OF AN OXYMORON.  OVERALL  I REALLY CAN'T SAY THE FOOD WAS BAD  BUT YOU'RE PROBABLY BETTER OFF AT A HOLE..."
"DA UMBERTO RESTAURANT","107 WEST 17 STREET CHELSEA NEW YORK"," NY 10011","I COME HERE OFTEN FOR BUSINESS LUNCHES.  THE FOOD IS GREAT  ALWAYS IMPRESSES EVERYONE.  STAFF IS ALWAYS VERY FRIENDLY.  PORTIONS ARE BIG  I NEVER WALK OUT...ONE OF MY FAVORITE ITALIAN RESTAURANT IN THE CITY. IM USUALLY NOT A BIG FAN OF ITALIAN FOOD WHEN IM IN THE CITY EXCEPT IF IT IS PIZZA. BUT I WENT HERE FOR A...SOLID XMAS EVE DINNER... GOOD  NOT AMAZING ITALIAN FOOD. MY ROOMMATE AND I FEASTED ON 12/24/2011 HERE AND HAD A GREAT TIME. GOOD WINE SELECTION  OKAY..."
"TRE DICI","128 WEST 26 STREET 2 FL CHELSEA"," NY 10001","THIS REVIEW IS FOR TRE DICI STEAK WHICH IS NEXT DOOR ON THE SECOND FLOOR. WE WERE LOOKING FOR A PLACE IN CHELSEA LAST MINUTE ON A FRIDAY NIGHT THAT WAS...DEFINITELY ONE OF THE MORE UNDERRATED RESTAURANTS IN THE CITY. I FOUND THIS PLACE WHILE LOOKING FOR A RESERVATION FOR 6 ON A SATURDAY NIGHT - NOT AN EASY...WENT FOR AN IMPROMPTU DINNER WITH TWO GIRL FRIENDS LAST NIGHT. WHEN WE ARRIVED  WE WERE TOLD THAT THE DOWNSTAIRS MAIN DINING AREA HAD BEEN FULLY BOOKED AND..."
"TIA POL","205 10 AVENUE CHELSEA NEW YORK"," NY 10011","MY FAVORITE PLACE IN THE CITY FOR TAPAS. GOOD FOR ANY OCCASION  BUT REALLY GREAT FOR A DATE NIGHT: SPACES ARE INTIMATE  SERVICE IS FANTASTIC WITH WAITRESSES...DELICIOUS TAPAS! ATE HERE FOR MY FIRST TIME LAST NIGHT  CAME WITH MY BOYFRIEND. SAT IN THE FRONT PART OF THE RESTAURANT. LOVE THE INTIMATE VIBE OF THE PLACE...SOLID SPANISH TAPERIA!  MY WIFE FOUND IT EITHER ON YELP OR SOME OTHER WEBSITE AND SHE PICKED A GOOD ONE!  LOS CAMARONES AL AJILLO EN ACEITE OLIVA WAS AS..."
"SOCARRAT PAELLA BAR","259 WEST 19 STREET CHELSEA NEW YORK"," NY 10011","RESTAURANT ATMOSPHERE WAS NICE  SERVICE WAS GOOD. BEFORE YOU ORDER THEY ALERT YOU THAT IT WILL TAKE ABOUT 20 MIN TO MAKE THE PAELLA. THE PAELLA WITH SQUID...FINALLY TRIED THE PAELLA AND IT WAS VERY GOOD.  A BIT PRICEY AT $22 PER PERSON  BUT YOU ARE SERVED ENOUGH FOR 3 AND CAN TAKE HOME THE LEFT OVERS.I MUST SAY  BY FAR  THIS PLACE DELIVERS ONE OF THE BEST PAELLA'S I'VE EVER TASTED!  GIVE IT A SHOT! YOU WON'T BE DISSAPOINTED!"
"ROYAL SIAM THAI CUISINE","240 8 AVENUE CHELSEA NEW YORK"," NY 10011","GLITTERY FLOWER TABLES AND PURPLE WALLS! THAT IS USUALLY ENOUGH TO WIN ME OVER OFF THE BAT. BUT THE FOOD IS GOOD TOO. I WANDERED IN HERE ON A WHIM BECAUSE...FRESH!  THE SERVERS WERE ATTENTIVE  BUT NOT OVERBEARING. WHEN MY DATE AND I ORDERED A BOTTLE OF WINE  THEY GRACIOUSLY MOVED UNOCCUPIED TABLE NEXT TO US OVER...SOLID NEIGHBORHOOD THAI. BILLIE HOLIDAY PLAYING IN THE BACKGROUND  THEY'RE GENEROUS WITH THE SHRIMP  THE PAPAYA SALAD SATISFIES  AND FRIENDLINESS FROM THE..."
"THE GREEN TABLE","CHELSEA MARKET 75 9 AVENUE MEATPACKING DISTRICT NEW YORK"," NY 10011","I WAS CRAVING A CHICKEN POT PIE TODAY FOR LUNCH SO THANKS TO YELP! I WAS POINTED HERE TO THE GREEN TABLE. EVEN THOUGH IT WAS KIND OF A TREK FROM MY OFFICE...THE FOOD ITSELF WAS VERY FRESH AND QUITE GOOD  BUT A BIT EXPENSIVE; THEN AGAIN  THIS IS NYC.  THE SERVICE WAS POLITE  BUT A BIT SLOW GIVEN THAT IT WAS...I CAME HERE ON A FRIDAY NIGHT FOR DINNER AND IT WAS A LOT OF FUN! I DID A SEARCH ONLINE FOR FARM TO TABLE PLACES  AND THE GREEN TABLE SEEMED WELL RATED.  I..."
"COOKSHOP","156 10 AVENUE CHELSEA NEW YORK"," NY 10011","FOOD WAS GREAT!A TASTY  FRESH MEAL IN A CASUAL ATMOSPHERE WITH GOOD FRIENDS.  WHAT MORE COULD YOU ASK FOR ON A LOVELY FALL EVENING?THE FOOD IS SO GOOD ""IT MAKES YOU WANNA SLAP YOUR MAMA!!!"". SERIOUSLY! PLEASE OPEN ONE IN COURTHOUSE ARLINGTON  VA NEXT TO SUSHI ROCK. YOU GUYS WILL MAKE A..."
"NAKA NAKA","458 WEST 17 STREET CHELSEA NEW YORK"," NY 10011","WHILE THE PEOPLE WHO WORK HERE ARE NICE  THEIR FOOD IS A TOTAL DISAPPOINTMENT ESPECIALLY BECAUSE IT'S OWNED OR AT LEAST OPERATED BY A REAL JAPANESE OWNER +...VERY FRESH AND DELICATE JAPANESE CUISINE.  BEAUTIFUL AND ROMANTIC SETTING  NO LOUD MUSIC  NO LOUD TALKS :)  A VERY GOOD OPPORTUNITY TO DISCOVER JAPANESE...VERY COOL LITTLE PLACE.  THEY HAVE 2 VERSIONS OF THE SPECIALS BOARD - ONE IN ENGLISH AND ONE IN JAPANESE!  VERY GOOD SUSHI AND SASHIMI HERE  WELL ABOVE..."
"PARS GRILL HOUSE AND BAR","249 WEST 26 STREET CHELSEA NEW YORK"," NY 10001","PARS IS A TERRIFIC PERSIAN/IRANIAN RESTAURANT. FROM THE WARM WELCOME AND ATTENTIVE SERVICE TO THE DELICIOUS OFFERINGS FROM THE APPETIZERS TO THE ENTREES ...DELICIOUSTAKE THIS REVIEW FOR WHAT IT'S WORTH: I'M A TOURIST  NOT OVERLY FOND OF NEW YORK  WHO HAS NEVER HAD PERSIAN FOOD BEFORE. I ATE HERE AROUND 8:30 AT NIGHT..."
"PONGSRI THAI RESTAURANT","165 WEST 23 STREET CHELSEA NEW YORK"," NY 10011","PORTIONS COULD BE A LITTLE LARGER  SERVICE   TASTE EVERYTHING PERFECT   VERY FRIENDLY SERVICE  WILL COME AGAIN!PERFECT FOOD FOR CLEARING MY CONGESTED CHEST AND SINUSES.THE LAST TIME I WENT HERE WAS ABOUT TWENTY YEARS AGO WITH MY COLLEGE FRIENDS AND I WAS JUST BACK HERE THIS SUMMER WITH MY HUSBAND FOR OUR TWO YEAR..."
"EL QUIJOTE","226 WEST 23 STREET CHELSEA NEW YORK"," NY 10011","A CHELSEA GEM  FROZEN IN TIME WITH DELICIOUS PAELLA VALENCIA AND SANGRIA.  I'M A SUCKER FOR THE PAELLA/SANGRIA COMBO FROM TRAVELLING IN SOUTHERN SPAIN  AND...I'VE BEEN COMING HERE FOR 12 YEARS IT REALLY IS AN ANCHOR TO THE CHELSEA NEIGHBORHOOD.     IT'S A 80+ YEAR OLD SCHOOL SPANISH INSTITUTION  CLASSIC RED...VERY GOOD FOOD   TERRIBLE SERVICE!   THE MANAGERS ARE SO RUDE IT IS NO WONDER THE WAIT STAFF BEHAVE HOW THEY DO!   IF THEY DELIVERED I COULD CONSIDER..."
"GRAND SICHUAN INTERNATIONAL - CHELSEA","229 9 AVENUE CHELSEA NEW YORK"," NY 10001","JUST HAD THE LUNCH SPECIAL HERE OF KUNG PAO CHICKEN/SHRIMP AND IN A WORD  AWFUL! IF NOT FOR THE SOUP I D HAVE WALKED OUT OF HERE STARVED.I THINK THIS IS THE ORIGINAL GRAND SICHUAN. CHICKEN WITH GINGER GARLIC SAUCE IS SO DELICIOUS. BEEF WITH  SPICY GREEN PEPPER IS FIREY BUT WE ENJOY THE KICK...A GOOD FRIEND SHOWED ME THIS RESTAURANT A FEW MONTHS AGO AND I'VE BEEN IMPRESSED EVER SINCE THEN.  WE HAVE HAD A LARGE VARIETY IF DISHES HERE  CHICKEN ..."
"CHELSEA MARKET","75 9 AVENUE MEATPACKING DISTRICT NEW YORK"," NY 10011","JUST CAME UPON THIS PLACE RECENTLY WHILE WALKING AROUND ON MY LUNCHBREAK! ALL I CAN SAY IS WOW...HAD NO IDEA WHAT I WAS GOING TO FIND WHEN I WALKED IN! I...CHELSEA MARKET IS GREAT!  SO MANY UNIQUE SHOPS AND FOOD STANDS/RESTAURANTS TO CHOOSE FROM.  MY FAVE WAS THE FILLING STATION WHERE THEY HAD ALL KINDS OF...THIS MARKET IS A BREATH OF FRESH AIR IF YOU WANT TO GET AWAY FROM THE TOURIST SCENE.  I WAS SO GRATEFUL TO HAVE CLASSES RIGHT ACROSS FROM THIS BUILDING  AND..."
"LINCOLN RISTORANTE","LINCOLN CENTER 142 WEST 65 STREET UPPER WEST SIDE NEW YORK"," NY 10023","FOOD WAS VERY GOOD. CHEESECAKE DESSERT WAS FABULOUS.THE SERVICE SETS THIS RESTAURANT APART. OUR WAITER WAS KNOWLEDGEABLE  PROFESSIONAL  AND DISCREET.  WE SHARED SEVERAL DISHES: - LOBSTER SALAD WAS A LITTLE...FANTASTIC MEAL. THE MENU FOR 60 DOLLARS IS A GREAT PRIX FIXE. THE TUNA BELLY STARTER WAS GREAT AND THE OCTOPUS SALAD WAS VERY TASTY. THE DUCK WAS QUITE..."
"PICHOLINE","35 WEST 64 STREET UPPER WEST SIDE NEW YORK"," NY 10023","PICHOLINE WAS BEIGE....VERY BEIGE.  THE WALLS - BEIGE.  THE FOOD - BEIGE.  NOTHING STOOD OUT. FOOD WAS DISAPPOINTING.  IT TASTED.....BEIGE.  I WAS REALLY...IT IS  PERHAPS  A BIT FELICITOUS THAT I JUST HAPPENED TO WANDER THROUGH A PARK FILLING UP WITH PROTESTORS  THAT WOULD IN THE FOLLOWING WEEKS BECOME KNOWN AS...I HAVE TO AGREE WITH MICHAEL S. ALTHOUGH THE STAFF ARE PERFECTLY NICE  WILLING  BUT LESS KNOWLEDGEABLE THAN THEY APPEAR  THE FOOD IS MEDIOCRE. MY APPETIZER..."
"ATLANTIC GRILL","49 WEST 64 STREET UPPER WEST SIDE NEW YORK"," NY 10023","I'VE BEEN HERE TWICE FOR DINNER IN ""BOTH"" ATLANTIC GRILLS.....I'LL EXPLAIN-  THERE IS A 64TH STREET ENTRANCE AND ALSO A 65TH STREET ENTRANCE TO THIS...MY FRIEND PICKED THIS PLACE FOR SUMMER RESTAURANT WEEK.; ONE OF THE FEW WE WERE INTERESTED IN THIS SUMMER.   IS IT TRUE THAT THE RESTAURANT WEEK MENU IS...DEPENDABLE"
